#FRAME_ID, X, Y, Z
592.000 -0.403 -0.008 -0.067
593.000 -0.415 -0.008 -0.065
594.000 -0.427 -0.008 -0.064
598.000 -0.475 -0.006 -0.062
599.000 -0.487 -0.006 -0.062
602.000 -0.521 -0.005 -0.058
658.000 -1.187 0.011 -0.004
714.000 -1.857 0.023 0.060
1013.000 -5.369 0.123 0.577
603.000 -0.533 -0.005 -0.058
604.000 -0.545 -0.006 -0.058
605.000 -0.557 -0.005 -0.058
606.000 -0.569 -0.004 -0.056
608.000 -0.592 -0.005 -0.053
609.000 -0.604 -0.005 -0.054
740.000 -2.160 0.023 0.093
610.000 -0.617 -0.004 -0.053
631.000 -0.866 0.002 -0.035
611.000 -0.628 -0.004 -0.052
612.000 -0.639 -0.003 -0.050
613.000 -0.651 -0.004 -0.050
614.000 -0.663 -0.002 -0.049
615.000 -0.675 -0.003 -0.049
620.000 -0.734 -0.001 -0.045
622.000 -0.757 -0.001 -0.042
623.000 -0.770 -0.000 -0.041
626.000 -0.806 0.003 -0.040
663.000 -1.246 0.010 0.001
627.000 -0.819 0.003 -0.038
671.000 -1.343 0.013 0.009
628.000 -0.830 0.002 -0.037
637.000 -0.937 0.004 -0.028
629.000 -0.841 0.002 -0.036
630.000 -0.854 0.002 -0.036
638.000 -0.948 0.003 -0.026
632.000 -0.877 0.003 -0.034
633.000 -0.889 0.004 -0.033
634.000 -0.901 0.003 -0.031
710.000 -1.809 0.020 0.056
635.000 -0.913 0.003 -0.031
962.000 -4.768 0.098 0.463
638.000 -0.948 0.003 -0.026
639.000 -0.960 0.005 -0.026
640.000 -0.972 0.005 -0.025
642.000 -0.996 0.006 -0.022
769.000 -2.491 0.029 0.139
642.000 -0.996 0.006 -0.022
643.000 -1.007 0.006 -0.023
643.000 -1.008 0.006 -0.022
644.000 -1.019 0.007 -0.020
646.000 -1.043 0.005 -0.018
647.000 -1.055 0.006 -0.017
648.000 -1.066 0.006 -0.016
887.000 -3.887 0.073 0.328
648.000 -1.067 0.006 -0.017
649.000 -1.078 0.007 -0.016
651.000 -1.103 0.009 -0.013
652.000 -1.115 0.009 -0.012
653.000 -1.126 0.008 -0.012
654.000 -1.138 0.008 -0.009
656.000 -1.163 0.010 -0.006
657.000 -1.175 0.011 -0.006
659.000 -1.199 0.011 -0.004
660.000 -1.211 0.011 -0.003
662.000 -1.235 0.011 -0.001
664.000 -1.257 0.012 0.003
665.000 -1.270 0.012 0.004
666.000 -1.282 0.012 0.006
667.000 -1.295 0.012 0.007
1010.000 -5.334 0.126 0.569
668.000 -1.306 0.013 0.007
670.000 -1.331 0.014 0.009
672.000 -1.355 0.014 0.012
953.000 -4.662 0.102 0.451
673.000 -1.366 0.013 0.014
674.000 -1.378 0.014 0.015
1095.000 -6.372 0.172 0.779
676.000 -1.402 0.015 0.015
677.000 -1.414 0.014 0.017
678.000 -1.426 0.015 0.020
679.000 -1.438 0.016 0.019
679.000 -1.438 0.016 0.021
833.000 -3.239 0.047 0.238
680.000 -1.450 0.016 0.020
693.000 -1.606 0.020 0.036
681.000 -1.462 0.017 0.023
1089.000 -6.297 0.167 0.760
681.000 -1.462 0.017 0.023
682.000 -1.474 0.017 0.025
682.000 -1.474 0.017 0.025
685.000 -1.509 0.017 0.026
685.000 -1.509 0.017 0.026
686.000 -1.521 0.018 0.028
687.000 -1.533 0.016 0.030
1060.000 -5.941 0.151 0.700
688.000 -1.545 0.017 0.030
689.000 -1.557 0.018 0.033
690.000 -1.570 0.018 0.034
691.000 -1.582 0.017 0.033
692.000 -1.594 0.021 0.034
692.000 -1.594 0.017 0.034
693.000 -1.606 0.020 0.036
695.000 -1.629 0.020 0.040
696.000 -1.641 0.018 0.040
728.000 -2.022 0.027 0.075
697.000 -1.654 0.018 0.043
697.000 -1.654 0.018 0.042
698.000 -1.667 0.021 0.044
698.000 -1.667 0.021 0.044
862.000 -3.586 0.061 0.287
699.000 -1.679 0.022 0.042
699.000 -1.679 0.022 0.045
1080.000 -6.186 0.172 0.747
700.000 -1.690 0.020 0.043
700.000 -1.690 0.020 0.043
701.000 -1.702 0.019 0.043
701.000 -1.702 0.019 0.045
830.000 -3.204 0.047 0.232
702.000 -1.714 0.020 0.047
702.000 -1.714 0.020 0.047
703.000 -1.726 0.019 0.048
1081.000 -6.199 0.173 0.749
704.000 -1.738 0.019 0.050
1084.000 -6.236 0.168 0.749
705.000 -1.749 0.022 0.051
706.000 -1.761 0.022 0.053
707.000 -1.772 0.022 0.054
708.000 -1.785 0.023 0.055
709.000 -1.797 0.021 0.055
709.000 -1.797 0.021 0.056
710.000 -1.809 0.020 0.056
711.000 -1.821 0.023 0.057
713.000 -1.845 0.021 0.060
715.000 -1.869 0.025 0.062
716.000 -1.880 0.023 0.063
895.000 -3.982 0.079 0.338
717.000 -1.892 0.025 0.066
778.000 -2.593 0.030 0.153
719.000 -1.917 0.025 0.066
720.000 -1.929 0.026 0.067
721.000 -1.940 0.027 0.070
723.000 -1.965 0.024 0.069
756.000 -2.343 0.026 0.118
724.000 -1.976 0.028 0.073
726.000 -2.000 0.027 0.074
727.000 -2.010 0.024 0.075
729.000 -2.034 0.024 0.079
730.000 -2.045 0.026 0.080
731.000 -2.057 0.026 0.081
900.000 -4.041 0.082 0.348
732.000 -2.068 0.023 0.081
733.000 -2.079 0.025 0.082
735.000 -2.103 0.026 0.084
736.000 -2.114 0.025 0.086
911.000 -4.169 0.086 0.372
737.000 -2.125 0.025 0.089
738.000 -2.138 0.026 0.087
1096.000 -6.385 0.170 0.776
739.000 -2.149 0.023 0.088
1074.000 -6.113 0.163 0.734
742.000 -2.182 0.025 0.094
743.000 -2.193 0.025 0.096
744.000 -2.205 0.025 0.096
745.000 -2.217 0.029 0.100
746.000 -2.228 0.026 0.100
896.000 -3.994 0.079 0.344
747.000 -2.240 0.028 0.105
749.000 -2.263 0.025 0.106
750.000 -2.274 0.029 0.110
892.000 -3.947 0.076 0.332
751.000 -2.285 0.027 0.107
927.000 -4.359 0.093 0.404
752.000 -2.297 0.027 0.112
753.000 -2.308 0.027 0.112
929.000 -4.381 0.088 0.404
754.000 -2.320 0.029 0.117
755.000 -2.331 0.028 0.116
757.000 -2.355 0.029 0.120
758.000 -2.367 0.031 0.120
964.000 -4.791 0.100 0.469
760.000 -2.389 0.030 0.125
882.000 -3.828 0.075 0.318
761.000 -2.400 0.031 0.128
763.000 -2.423 0.030 0.128
765.000 -2.446 0.029 0.133
766.000 -2.456 0.031 0.135
767.000 -2.468 0.027 0.136
770.000 -2.502 0.030 0.142
872.000 -3.709 0.065 0.299
771.000 -2.514 0.030 0.141
839.000 -3.312 0.052 0.246
772.000 -2.525 0.031 0.146
773.000 -2.535 0.028 0.144
773.000 -2.535 0.028 0.149
774.000 -2.547 0.031 0.150
774.000 -2.547 0.031 0.151
775.000 -2.559 0.030 0.149
775.000 -2.559 0.029 0.154
777.000 -2.581 0.032 0.155
777.000 -2.581 0.032 0.154
1017.000 -5.417 0.136 0.594
778.000 -2.592 0.029 0.157
780.000 -2.617 0.029 0.158
791.000 -2.742 0.035 0.176
848.000 -3.419 0.053 0.257
783.000 -2.650 0.032 0.162
784.000 -2.661 0.029 0.166
785.000 -2.673 0.033 0.165
786.000 -2.684 0.033 0.171
787.000 -2.696 0.034 0.172
788.000 -2.707 0.031 0.172
789.000 -2.719 0.031 0.172
790.000 -2.730 0.034 0.177
910.000 -4.157 0.083 0.373
794.000 -2.776 0.037 0.183
795.000 -2.787 0.037 0.185
797.000 -2.811 0.036 0.186
799.000 -2.834 0.039 0.190
800.000 -2.845 0.034 0.188
801.000 -2.858 0.038 0.192
802.000 -2.870 0.037 0.194
804.000 -2.892 0.037 0.197
805.000 -2.904 0.034 0.200
806.000 -2.916 0.036 0.201
975.000 -4.917 0.110 0.493
807.000 -2.929 0.041 0.199
811.000 -2.977 0.039 0.204
812.000 -2.989 0.040 0.207
880.000 -3.805 0.069 0.314
813.000 -3.002 0.044 0.209
814.000 -3.014 0.040 0.210
816.000 -3.036 0.040 0.215
817.000 -3.048 0.043 0.212
819.000 -3.072 0.043 0.220
820.000 -3.083 0.041 0.220
821.000 -3.095 0.044 0.221
974.000 -4.906 0.110 0.487
825.000 -3.144 0.047 0.225
826.000 -3.155 0.045 0.228
827.000 -3.168 0.046 0.232
828.000 -3.180 0.048 0.233
829.000 -3.193 0.047 0.233
831.000 -3.216 0.044 0.235
832.000 -3.228 0.045 0.235
834.000 -3.252 0.048 0.242
835.000 -3.264 0.050 0.239
868.000 -3.660 0.061 0.294
836.000 -3.275 0.047 0.240
837.000 -3.287 0.046 0.243
838.000 -3.299 0.050 0.247
894.000 -3.970 0.075 0.339
842.000 -3.347 0.049 0.252
843.000 -3.360 0.054 0.251
1023.000 -5.491 0.140 0.610
846.000 -3.394 0.052 0.260
847.000 -3.406 0.053 0.258
1053.000 -5.854 0.151 0.681
849.000 -3.431 0.054 0.262
944.000 -4.556 0.100 0.433
852.000 -3.466 0.056 0.269
987.000 -5.058 0.107 0.517
853.000 -3.479 0.054 0.267
854.000 -3.491 0.058 0.271
856.000 -3.515 0.059 0.274
857.000 -3.527 0.056 0.274
859.000 -3.551 0.059 0.280
861.000 -3.575 0.060 0.282
863.000 -3.598 0.059 0.287
866.000 -3.636 0.062 0.290
867.000 -3.648 0.064 0.292
870.000 -3.685 0.070 0.295
871.000 -3.696 0.070 0.300
873.000 -3.722 0.065 0.299
877.000 -3.769 0.067 0.306
879.000 -3.793 0.072 0.309
883.000 -3.840 0.073 0.315
884.000 -3.853 0.073 0.319
885.000 -3.863 0.075 0.323
886.000 -3.876 0.075 0.322
888.000 -3.899 0.074 0.327
889.000 -3.911 0.075 0.332
890.000 -3.923 0.076 0.329
891.000 -3.935 0.072 0.332
893.000 -3.959 0.074 0.336
897.000 -4.005 0.081 0.345
899.000 -4.029 0.078 0.346
901.000 -4.052 0.078 0.354
902.000 -4.064 0.079 0.357
903.000 -4.075 0.078 0.355
904.000 -4.087 0.079 0.363
906.000 -4.110 0.078 0.365
908.000 -4.134 0.085 0.363
909.000 -4.146 0.079 0.367
914.000 -4.205 0.086 0.377
918.000 -4.252 0.084 0.385
920.000 -4.274 0.089 0.391
924.000 -4.322 0.092 0.395
926.000 -4.346 0.090 0.405
928.000 -4.370 0.091 0.405
930.000 -4.393 0.097 0.406
932.000 -4.416 0.098 0.415
933.000 -4.428 0.092 0.412
934.000 -4.439 0.097 0.419
935.000 -4.452 0.095 0.415
936.000 -4.463 0.095 0.420
937.000 -4.475 0.093 0.419
938.000 -4.487 0.099 0.421
939.000 -4.497 0.096 0.429
940.000 -4.509 0.100 0.431
941.000 -4.522 0.094 0.427
942.000 -4.534 0.095 0.428
943.000 -4.544 0.101 0.436
945.000 -4.568 0.094 0.440
946.000 -4.580 0.101 0.435
947.000 -4.593 0.098 0.435
948.000 -4.604 0.097 0.438
949.000 -4.615 0.097 0.445
950.000 -4.627 0.101 0.440
951.000 -4.639 0.100 0.449
952.000 -4.650 0.098 0.452
954.000 -4.673 0.098 0.454
955.000 -4.684 0.097 0.455
1075.000 -6.126 0.162 0.738
956.000 -4.696 0.094 0.453
957.000 -4.707 0.102 0.460
1059.000 -5.929 0.151 0.688
958.000 -4.720 0.100 0.461
959.000 -4.731 0.100 0.464
960.000 -4.743 0.103 0.466
961.000 -4.755 0.104 0.465
963.000 -4.779 0.107 0.465
965.000 -4.801 0.105 0.473
1021.000 -5.467 0.132 0.600
966.000 -4.812 0.103 0.472
967.000 -4.824 0.103 0.471
968.000 -4.836 0.103 0.472
969.000 -4.847 0.106 0.483
971.000 -4.870 0.100 0.486
1091.000 -6.324 0.179 0.765
972.000 -4.882 0.109 0.488
973.000 -4.894 0.104 0.484
977.000 -4.941 0.102 0.494
979.000 -4.964 0.105 0.495
982.000 -4.998 0.105 0.511
984.000 -5.022 0.108 0.512
989.000 -5.082 0.114 0.521
990.000 -5.094 0.113 0.520
992.000 -5.118 0.113 0.525
993.000 -5.130 0.116 0.529
994.000 -5.141 0.119 0.531
995.000 -5.153 0.113 0.537
998.000 -5.190 0.113 0.538
999.000 -5.202 0.117 0.545
1000.000 -5.214 0.116 0.546
1001.000 -5.226 0.116 0.544
1002.000 -5.237 0.125 0.555
1003.000 -5.249 0.118 0.555
1004.000 -5.261 0.117 0.558
1005.000 -5.273 0.120 0.559
1011.000 -5.345 0.122 0.575
1006.000 -5.285 0.127 0.560
1007.000 -5.296 0.118 0.567
1093.000 -6.348 0.180 0.767
1008.000 -5.308 0.122 0.570
1012.000 -5.357 0.131 0.582
1014.000 -5.382 0.132 0.579
1016.000 -5.405 0.131 0.593
1018.000 -5.429 0.136 0.600
1020.000 -5.454 0.132 0.604
1022.000 -5.479 0.138 0.608
1024.000 -5.503 0.131 0.614
1026.000 -5.528 0.142 0.612
1027.000 -5.540 0.136 0.615
1028.000 -5.554 0.133 0.614
1029.000 -5.565 0.145 0.617
1030.000 -5.577 0.140 0.625
1031.000 -5.590 0.142 0.619
1032.000 -5.602 0.135 0.627
1034.000 -5.625 0.140 0.635
1035.000 -5.636 0.143 0.640
1036.000 -5.648 0.147 0.640
1037.000 -5.660 0.142 0.643
1038.000 -5.672 0.141 0.648
1039.000 -5.686 0.141 0.644
1040.000 -5.698 0.148 0.645
1041.000 -5.710 0.141 0.650
1042.000 -5.721 0.145 0.652
1045.000 -5.758 0.143 0.660
1099.000 -6.420 0.170 0.777
1046.000 -5.771 0.145 0.662
1047.000 -5.782 0.153 0.665
1049.000 -5.807 0.144 0.666
1050.000 -5.819 0.146 0.673
1051.000 -5.831 0.147 0.673
1052.000 -5.842 0.148 0.682
1054.000 -5.867 0.156 0.685
1055.000 -5.880 0.148 0.684
1061.000 -5.954 0.151 0.699
1062.000 -5.966 0.162 0.696
1063.000 -5.978 0.160 0.707
1064.000 -5.990 0.156 0.704
1065.000 -6.003 0.162 0.706
1067.000 -6.027 0.162 0.713
1068.000 -6.038 0.162 0.716
1070.000 -6.064 0.155 0.712
1071.000 -6.076 0.166 0.722
1073.000 -6.101 0.158 0.727
1076.000 -6.139 0.168 0.735
1077.000 -6.152 0.163 0.737
1079.000 -6.174 0.163 0.748
1082.000 -6.211 0.171 0.749
1083.000 -6.223 0.172 0.751
1086.000 -6.261 0.171 0.755
1088.000 -6.284 0.167 0.763
1090.000 -6.309 0.176 0.771
1092.000 -6.337 0.173 0.769
1097.000 -6.397 0.173 0.777
7.000 5.852 -0.030 -0.131
5.000 5.852 -0.027 -0.125
3.000 5.852 -0.028 -0.134
2.000 5.852 -0.030 -0.130
4.000 5.852 -0.038 -0.131
8.000 5.851 -0.033 -0.132
